GeneID	Locus.ID	Accession	HCT-116 Z-score	HKE-3 Z-score	D Z-score
LNX	84708	NM_032622	-1.16	-0.6	-0.56
IL1RAPL1	11141	NM_014271	-0.41	0.15	-0.56
TRPV6	55503	NM_018646	-0.48	0.08	-0.56
NR4A3	8013	NM_006981	-0.83	-0.27	-0.56
LRRK1	79705	NM_024652	-0.33	0.23	-0.56
ITPKC	80271	NM_025194	-0.16	0.4	-0.56
PTK7	5754	NM_002821	-0.16	0.4	-0.56
C5	727	NM_001735	-0.98	-0.42	-0.56
FSHR	2492	NM_000145	-0.79	-0.23	-0.56
GPR143	4935	NM_000273	-0.66	-0.1	-0.56
GRM8	2918	NM_000845	-0.66	-0.1	-0.56
KIF5C	3800	XM_377774	-0.3	0.26	-0.56
CTDSP1	58190	NM_021198	2.34	2.9	-0.56
PTPN11	5781	NM_002834	0.11	0.67	-0.56
JMJD1C	221037	NM_004241	-1	-0.44	-0.56
EPB41L1	2036	NM_012156	-0.2	0.36	-0.56
NPHP4	261734	NM_015102	-0.43	0.13	-0.56
KCND2	3751	NM_012281	0	0.56	-0.56
SLC2A3	6515	NM_006931	-0.77	-0.21	-0.56
CLIPR-59	25999	NM_015526	-0.19	0.37	-0.56
PEX19	5824	NM_002857	-0.56	0	-0.56
PRSS2	5645	NM_002770	-0.32	0.24	-0.56
HTR1F	3355	NM_000866	1.44	2.01	-0.57
M6PR	4074	NM_002355	-1.38	-0.81	-0.57
FPR1	2357	NM_002029	-0.96	-0.39	-0.57
BRD7	29117	NM_013263	-0.82	-0.25	-0.57
JAK1	3716	NM_002227	0.44	1.01	-0.57
MAP4K4	9448	NM_004834	-1.07	-0.5	-0.57
PRKR	5610	NM_002759	-1.04	-0.47	-0.57
PTHR1	5745	NM_000316	1.84	2.41	-0.57
RGS4	5999	NM_005613	-0.2	0.37	-0.57
GOSR2	9570	NM_004287	0.2	0.77	-0.57
GRIK3	2899	NM_000831	0.1	0.67	-0.57
KCNH4	23415	NM_012285	-0.56	0.01	-0.57
RGS17	26575	NM_012419	-1.12	-0.55	-0.57
UNC5B	219699	NM_170744	-1	-0.43	-0.57
CD2	914	NM_001767	-1.52	-0.95	-0.57
FGF3	2248	NM_005247	-0.87	-0.3	-0.57
TNFRSF10B	8795	NM_003842	-0.26	0.31	-0.57
APEH	327	NM_001640	-1.37	-0.8	-0.57
COLQ	8292	NM_005677	0.22	0.79	-0.57
CBFB	865	NM_001755	0.32	0.89	-0.57
TITF1	7080	NM_003317	-0.31	0.26	-0.57
AK3	205	NM_013410	1.05	1.63	-0.58
KIAA1811	84446	NM_032430	1.33	1.91	-0.58
TANK	10010	NM_004180	1.1	1.68	-0.58
C7ORF16	10842	NM_006658	-0.61	-0.03	-0.58
CSNK2B	1460	NM_001320	0.27	0.85	-0.58
SRPK2	6733	NM_182691	-0.98	-0.4	-0.58
MC4R	4160	NM_005912	-0.61	-0.03	-0.58
SST	6750	NM_001048	-0.43	0.15	-0.58
USP18	11274	NM_017414	0.65	1.23	-0.58
HCRTR1	3061	NM_001525	-0.15	0.43	-0.58
LCN2	3934	NM_005564	0.58	1.16	-0.58
P53AIP1	63970	NM_022112	-0.16	0.42	-0.58
CPN1	1369	NM_001308	-0.49	0.09	-0.58
AATK	9625	XM_375495	2.25	2.83	-0.58
CHKB	1120	NM_005198	-0.66	-0.08	-0.58
AVPR1A	552	NM_000706	0.09	0.67	-0.58
MAPK12	6300	NM_002969	1.2	1.78	-0.58
C3AR1	719	NM_004054	-0.65	-0.07	-0.58
GPR147	64106	NM_022146	0.3	0.88	-0.58
WDR5B	54554	NM_019069	0.08	0.66	-0.58
USP52	9924	NM_014871	0.99	1.57	-0.58
FBXL4	26235	NM_012160	-1.29	-0.71	-0.58
GHRL	51738	NM_016362	-0.19	0.39	-0.58
HLA-DMA	3108	NM_006120	-0.91	-0.33	-0.58
LAMA3	3909	NM_000227	-0.68	-0.1	-0.58
SLC2A9	56606	NM_020041	0.43	1.01	-0.58
APOBEC3D	140564	AL022318	-0.89	-0.31	-0.58
BLZF1	8548	NM_003666	-1.28	-0.7	-0.58
BNIP3L	665	NM_004331	0.18	0.76	-0.58
TCF20	6942	NM_005650	-0.27	0.31	-0.58
ITPKB	3707	NM_002221	2.21	2.8	-0.59
MAPK9	5601	NM_002752	-0.98	-0.39	-0.59
GPR58	9287	NM_014626	-0.01	0.58	-0.59
USP16	10600	NM_006447	-0.49	0.1	-0.59
KIR2DL5	57292	NM_020535	-0.37	0.22	-0.59
TGFBR3	7049	NM_003243	-0.15	0.44	-0.59
CRYBA2	1412	NM_005209	-0.58	0.01	-0.59
SCN5A	6331	NM_000335	-1.27	-0.68	-0.59
HIG2	29923	NM_013332	0.26	0.85	-0.59
MMRN1	22915	NM_007351	-0.1	0.49	-0.59
RANBP1	5902	NM_002882	-1.19	-0.6	-0.59
RFX2	5990	NM_000635	-0.41	0.18	-0.59
MOAP1	64112	NM_022151	-0.82	-0.23	-0.59
CDK6	1021	NM_001259	-0.27	0.32	-0.59
STYK1	55359	NM_018423	0.94	1.53	-0.59
AGTR1	185	NM_000685	-0.26	0.33	-0.59
FKSG83	83954	NM_032030	-0.53	0.06	-0.59
GNA15	2769	NM_002068	0.33	0.92	-0.59
GRM3	2913	NM_000840	-1.06	-0.47	-0.59
MTNR1A	4543	NM_005958	-0.9	-0.31	-0.59
CACNA2D1	781	NM_000722	-0.66	-0.07	-0.59
HERPUD1	9709	NM_014685	-1	-0.41	-0.59
MYL2	4633	NM_000432	0.09	0.68	-0.59
TRA1	7184	NM_003299	-1.04	-0.45	-0.59
SPIB	6689	NM_003121	0.53	1.12	-0.59
TBK1	29110	NM_013254	1.04	1.64	-0.6
TNFRSF10A	8797	NM_003844	-1.13	-0.53	-0.6
CARD10	29775	NM_014550	-0.12	0.48	-0.6
CDK7	1022	NM_001799	-0.72	-0.12	-0.6
CDKL2	8999	NM_003948	-1.2	-0.6	-0.6
PIK3CA	5290	NM_006218	0.01	0.61	-0.6
TGFBR1	7046	NM_004612	-0.5	0.1	-0.6
CD3E	916	NM_000733	-1.24	-0.64	-0.6
IL8RA	3577	NM_000634	-0.11	0.49	-0.6
GULP1	51454	NM_016315	-0.84	-0.24	-0.6
C1QR1	22918	NM_012072	-0.97	-0.37	-0.6
IL2RA	3559	NM_000417	0.36	0.96	-0.6
INHBC	3626	NM_005538	-0.74	-0.14	-0.6
ITGB2	3689	NM_000211	-0.43	0.17	-0.6
NOTCH1	4851	NM_017617	-0.37	0.23	-0.6
THRAP3	9967	NM_005119	-0.37	0.23	-0.6
SLIT2	9353	NM_004787	-0.47	0.13	-0.6
COL4A2	1284	NM_001846	-0.72	-0.12	-0.6
ADH5	128	NM_000671	-0.45	0.15	-0.6
OTOF	9381	NM_004802	-0.01	0.59	-0.6
TRPM5	29850	NM_014555	0.04	0.64	-0.6
DTYMK	1841	NM_012145	0.2	0.8	-0.6
MAST3	23031	XM_038150	1.52	2.12	-0.6
CSNK1A1L	122011	NM_145203	-0.68	-0.08	-0.6
SQSTM1	8878	NM_003900	1.17	1.77	-0.6
ADRA1B	147	NM_000679	0.08	0.68	-0.6
NGFR	4804	NM_002507	-0.14	0.46	-0.6
PKHD1	5314	NM_138694	0.29	0.89	-0.6
BZRP	706	NM_000714	-0.92	-0.32	-0.6
HDGF	3068	NM_004494	0.19	0.79	-0.6
EPC1	80314	NM_025209	-0.54	0.06	-0.6
DLGAP1	9229	NM_004746	-0.07	0.53	-0.6
PPP1R9B	84687	NM_032595	-0.89	-0.29	-0.6
FOXE3	2301	NM_012186	0.98	1.58	-0.6
MAGI-3	260425	NM_020965	1.77	2.38	-0.61
EPHA8	2046	NM_020526	-0.69	-0.08	-0.61
OSR1	9943	NM_005109	-0.38	0.23	-0.61
F2RL2	2151	NM_004101	-0.11	0.5	-0.61
RNF8	9025	NM_003958	-0.74	-0.13	-0.61
PTPRK	5796	NM_002844	0.08	0.69	-0.61
GRIN3A	116443	NM_133445	-0.44	0.17	-0.61
HLA-DMB	3109	NM_002118	-0.53	0.08	-0.61
KCNH8	131096	NM_144633	0.08	0.69	-0.61
MS4A6A	64231	NM_022349	-0.5	0.11	-0.61
PLXNB3	5365	NM_005393	-0.22	0.39	-0.61
IRS2	8660	NM_003749	-0.82	-0.21	-0.61
EGF	1950	NM_001963	-0.1	0.51	-0.61
FCGRT	2217	NM_004107	-0.18	0.43	-0.61
ALS2CR3	66008	NM_015049	0.93	1.54	-0.61
GTF2B	2959	NM_001514	-0.12	0.49	-0.61
AQP6	363	NM_001652	-0.49	0.12	-0.61
SCN1A	6323	NM_006920	-0.69	-0.08	-0.61
PIP3AP	54545	NM_019061	-0.39	0.22	-0.61
RALGDS	5900	NM_006266	-0.73	-0.12	-0.61
FLJ23356	84197	NM_032237	-0.07	0.54	-0.61
NPY1R	4886	NM_000909	-1.07	-0.46	-0.61
RNF14	9604	NM_004290	-1.35	-0.74	-0.61
IL18RAP	8807	NM_003853	-0.8	-0.19	-0.61
APOL3	80833	NM_145640	-0.56	0.05	-0.61
CLCN2	1181	NM_004366	0.72	1.33	-0.61
AGXT	189	NM_000030	1.49	2.1	-0.61
AXIN2	8313	NM_004655	-1.36	-0.75	-0.61
NRG3	10718	XM_166086	-1.19	-0.57	-0.62
TRIB2	28951	NM_021643	-0.05	0.57	-0.62
GRK7	131890	NM_139209	0.4	1.02	-0.62
IL8RB	3579	NM_001557	-0.37	0.25	-0.62
USP25	29761	NM_013396	0.08	0.7	-0.62
FBXO22	26263	NM_012170	-0.08	0.54	-0.62
PPP2R5A	5525	NM_006243	-0.27	0.35	-0.62
CCK	885	NM_000729	-1.24	-0.62	-0.62
NR0B1	190	NM_000475	-1.23	-0.61	-0.62
DRP2	1821	NM_001939	-0.19	0.43	-0.62
APOB	338	NM_000384	0.01	0.63	-0.62
PLEKHG2	64857	NM_022835	-0.13	0.49	-0.62
HINT1	3094	NM_005340	-0.24	0.38	-0.62
PXN	5829	NM_002859	-0.64	-0.02	-0.62
ACACB	32	NM_001093	-0.29	0.33	-0.62
LGR6	59352	XM_097508	-1.05	-0.43	-0.62
PPP3CA	5530	NM_000944	-1.08	-0.46	-0.62
SEC24A	10802	XM_094581	-1.07	-0.45	-0.62
GAS2L1	10634	NM_006478	-1.06	-0.44	-0.62
PFKFB4	5210	NM_004567	1.06	1.69	-0.63
GNG5	2787	NM_005274	0.55	1.18	-0.63
RGS2	5997	NM_002923	0.53	1.16	-0.63
MPZ	4359	NM_000530	0.53	1.16	-0.63
CHEK1	1111	NM_001274	0.39	1.02	-0.63
PDPK1	5170	NM_002613	0.68	1.31	-0.63
PIK3R3	8503	NM_003629	-0.75	-0.12	-0.63
STK19	8859	NM_004197	-0.5	0.13	-0.63
C7ORF9	64111	NM_022150	-0.38	0.25	-0.63
CRY1	1407	NM_004075	-0.22	0.41	-0.63
FKSG79	84636	NM_032553	-0.36	0.27	-0.63
GPR75	10936	NM_006794	-0.64	-0.01	-0.63
TRAR3	134860	NM_175057	0.16	0.79	-0.63
KIF9	64147	NM_022342	-0.29	0.34	-0.63
NID	4811	NM_002508	-0.65	-0.02	-0.63
KPNA6	23633	NM_012316	-0.24	0.39	-0.63
ABCC1	4363	NM_004996	-0.01	0.62	-0.63
AFP	174	NM_001134	0.36	0.99	-0.63
C14ORF142	84520	NM_032490	0.1	0.73	-0.63
PMAIP1	5366	NM_021127	-1.01	-0.38	-0.63
TERF2	7014	NM_005652	-0.61	0.02	-0.63
DYRK3	8444	NM_003582	0.18	0.81	-0.63
MAPK8IP3	23162	NM_015133	-1.36	-0.73	-0.63
PTPRA	5786	NM_002836	1.89	2.52	-0.63
STOM	2040	NM_004099	0.42	1.05	-0.63
AKAP5	9495	NM_004857	0.55	1.19	-0.64
KDR	3791	NM_002253	0.06	0.7	-0.64
DAP	1611	NM_004394	0.07	0.71	-0.64
PIN1L	5301	NM_006222	0.07	0.71	-0.64
PIK3R2	5296	NM_005027	-0.1	0.54	-0.64
GPR20	2843	NM_005293	-0.76	-0.12	-0.64
OR12D3	81797	NM_030959	0.04	0.68	-0.64
OR2H3	7932	NM_007160	-0.41	0.23	-0.64
RGS7	6000	NM_002924	-0.37	0.27	-0.64
SSR1	6745	NM_003144	-0.92	-0.28	-0.64
GIP	2695	NM_004123	-0.36	0.28	-0.64
FCGR2A	2212	NM_021642	-0.1	0.54	-0.64
AHR	196	NM_001621	-0.81	-0.17	-0.64
UTRN	7402	NM_007124	-0.87	-0.23	-0.64
PHB	5245	NM_002634	-0.74	-0.1	-0.64
AQP2	359	NM_000486	-0.25	0.39	-0.64
KCNA2	3737	NM_004974	-0.37	0.27	-0.64
ALG6	29929	NM_013339	-0.8	-0.16	-0.64
UBAP1	51271	NM_016525	-0.89	-0.25	-0.64
KIAA1361	57551	XM_290796	0.43	1.07	-0.64
ABI1	10006	NM_005470	2.34	2.98	-0.64
CALCA	796	NM_001741	0.44	1.08	-0.64
NCOA6	23054	NM_014071	2.76	3.4	-0.64
C3	718	NM_000064	-0.7	-0.05	-0.65
CHAF1B	8208	NM_005441	0.3	0.95	-0.65
LOC114971	114971	XM_374879	0.19	0.84	-0.65
PTPRN	5798	NM_002846	1.25	1.9	-0.65
CD86	942	NM_006889	-0.96	-0.31	-0.65
CEACAM7	1087	NM_006890	0.04	0.69	-0.65
HMGB1	3146	NM_002128	-0.69	-0.04	-0.65
BMPR1A	657	NM_004329	-0.52	0.13	-0.65
HIPK1	204851	NM_152696	-0.66	-0.01	-0.65
JAK3	3718	NM_000215	0.28	0.93	-0.65
MAPK4	5596	NM_002747	0.16	0.81	-0.65
STK33	65975	NM_030906	-0.48	0.17	-0.65
WIF1	11197	NM_007191	-0.79	-0.14	-0.65
GPR126	57211	NM_020455	-1.03	-0.38	-0.65
MLNR	2862	NM_001507	-0.14	0.51	-0.65
OR10J1	26476	NM_012351	-0.79	-0.14	-0.65
USP3	9960	NM_006537	-1.05	-0.4	-0.65
ARIH1	25820	NM_005744	-1.03	-0.38	-0.65
FBXO10	26267	XM_291314	-0.89	-0.24	-0.65
CXADR	1525	NM_001338	-0.02	0.63	-0.65
DGCR2	9993	NM_005137	-0.77	-0.12	-0.65
IFNA5	3442	NM_002169	-0.77	-0.12	-0.65
TNFSF18	8995	NM_005092	-0.62	0.03	-0.65
MAP1B	4131	NM_005909	-0.43	0.22	-0.65
PDZK1	5174	NM_002614	-0.14	0.51	-0.65
API5	8539	NM_006595	-1.22	-0.57	-0.65
MGLL	11343	NM_007283	-0.39	0.26	-0.65
CALM3	808	NM_005184	1.7	2.35	-0.65
GPRC5C	55890	NM_018653	-1.11	-0.46	-0.65
LAT	27040	NM_014387	1.22	1.87	-0.65
FGFR1	2260	NM_000604	-0.72	-0.06	-0.66
PIK3R4	30849	NM_014602	-0.19	0.47	-0.66
HTR5A	3361	NM_024012	0.47	1.13	-0.66
MC2R	4158	NM_000529	-0.42	0.24	-0.66
ICAM2	3384	NM_000873	-0.83	-0.17	-0.66
IFNAR2	3455	NM_000874	-1.21	-0.55	-0.66
EDN3	1908	NM_000114	0.29	0.95	-0.66
KCNAB2	8514	NM_003636	-0.98	-0.32	-0.66
MMAB	326625	NM_052845	-0.25	0.41	-0.66
FOXF1	2294	NM_001451	0.99	1.65	-0.66
KALRN	11139	NM_007064	0.14	0.8	-0.66
GNB4	59345	NM_021629	-0.16	0.5	-0.66
MRGX2	117194	NM_054030	0.4	1.06	-0.66
TNFAIP3	7128	NM_006290	-0.05	0.61	-0.66
KIF20A	10112	NM_005733	-0.38	0.28	-0.66
CD209L	10332	NM_014257	-0.64	0.02	-0.66
LEP	3952	NM_000230	-0.88	-0.22	-0.66
CRYAB	1410	NM_001885	-0.03	0.63	-0.66
MYBPC3	4607	NM_000256	0.86	1.52	-0.66
STX1A	6804	NM_004603	-0.4	0.26	-0.66
BTD	686	NM_000060	-0.1	0.56	-0.66
YAF2	10138	NM_005748	-0.34	0.32	-0.66
C6ORF108	10591	NM_006443	-0.12	0.54	-0.66
NAGA	4668	NM_000262	0.09	0.75	-0.66
CBFA2T2	9139	NM_005093	0.27	0.93	-0.66
LYK5	92335	NM_153335	0.46	1.12	-0.66
PORIMIN	114908	NM_052932	-1.12	-0.46	-0.66
XRCC3	7517	NM_005432	0.43	1.09	-0.66
LYN	2534	NM_002350	0.32	0.99	-0.67
STK24	8428	NM_003576	0.54	1.21	-0.67
CASR	846	NM_000388	-0.82	-0.15	-0.67
P2RY1	5028	NM_002563	-0.72	-0.05	-0.67
SREB3	54328	NM_018969	-0.35	0.32	-0.67
PSPHL	8781	BC065228	-0.82	-0.15	-0.67
PPEF2	5470	NM_006239	0.74	1.41	-0.67
STYX	6815	NM_145251	-0.38	0.29	-0.67
AKAP9	10142	NM_005751	-0.38	0.29	-0.67
CXCL13	10563	NM_006419	-1.47	-0.8	-0.67
IL16	3603	NM_004513	-0.43	0.24	-0.67
P2RX3	5024	NM_002559	-0.59	0.08	-0.67
REA	11331	NM_007273	0.15	0.82	-0.67
CRYGC	1420	NM_020989	-0.08	0.59	-0.67
BAIAP2	10458	NM_006340	-0.59	0.08	-0.67
FAF1	11124	NM_007051	0.06	0.73	-0.67
ERBB2	2064	NM_004448	-0.64	0.03	-0.67
GPR83	10888	NM_016540	-0.53	0.14	-0.67
CGRRF1	10668	NM_006568	-0.51	0.16	-0.67
UHRF2	115426	NM_152306	-1.34	-0.67	-0.67
COL19A1	1310	NM_001858	-0.65	0.02	-0.67
KCNC2	3747	NM_139136	-1.33	-0.66	-0.67
F13B	2165	NM_001994	0.63	1.3	-0.67
PEX14	5195	NM_004565	-0.03	0.64	-0.67
SLK	9748	NM_014720	-1.37	-0.7	-0.67
TPM1	7168	NM_000366	1.17	1.84	-0.67
FYB	2533	NM_001465	-0.33	0.35	-0.68
GK2	2712	NM_033214	0.27	0.95	-0.68
ADRA2A	150	NM_000681	-0.27	0.41	-0.68
BDKRB2	624	NM_000623	-0.09	0.59	-0.68
GPR21	2844	NM_005294	0.03	0.71	-0.68
FGF10	2255	NM_004465	1.29	1.97	-0.68
MATN3	4148	NM_002381	-0.18	0.5	-0.68
ACAA2	10449	NM_006111	0.46	1.14	-0.68
MPRG	54852	NM_017705	-0.29	0.39	-0.68
RAB32	10981	NM_006834	-0.83	-0.15	-0.68
SFTPD	6441	NM_003019	-0.97	-0.29	-0.68
TP53I11	9537	NM_006034	-0.2	0.48	-0.68
CRK7	51755	NM_016507	-1.05	-0.37	-0.68
FER	2241	NM_005246	-0.23	0.45	-0.68
MYLK	4638	NM_005965	0.68	1.36	-0.68
SCAP1	8631	NM_003726	-0.77	-0.09	-0.68
TRAR5	83551	NM_053278	-0.67	0.01	-0.68
GPR49	8549	NM_003667	-0.05	0.63	-0.68
SSTR4	6754	NM_001052	-0.02	0.66	-0.68
CDC14B	8555	NM_003671	-1.05	-0.37	-0.68
F3	2152	NM_001993	0.22	0.9	-0.68
FEM1B	10116	NM_015322	-0.76	-0.08	-0.68
GABRA6	2559	NM_000811	0.59	1.27	-0.68
ACTN3	89	NM_001104	-0.17	0.51	-0.68
HMGA2	8091	NM_003483	-1.03	-0.35	-0.68
PLA2G10	8399	NM_003561	0.42	1.1	-0.68
LATS1	9113	NM_004690	1.34	2.03	-0.69
LOC340371	340371	NM_178564	1.1	1.79	-0.69
ZAP70	7535	NM_001079	0.17	0.86	-0.69
GPR62	118442	NM_080865	0.2	0.89	-0.69
FBXO32	114907	NM_058229	-0.94	-0.25	-0.69
PTPN14	5784	NM_005401	-0.98	-0.29	-0.69
HLA-E	3133	NM_005516	-0.59	0.1	-0.69
HLA-DRB1	3123	NM_002124	-0.37	0.32	-0.69
CD3Z	919	NM_000734	-0.09	0.6	-0.69
GDF1	2657	NM_001492	1.77	2.46	-0.69
IL5	3567	NM_000879	-0.59	0.1	-0.69
RXRB	6257	NM_021976	0.04	0.73	-0.69
TNRC11	9968	NM_005120	-0.5	0.19	-0.69
SLIT3	6586	NM_003062	-0.27	0.42	-0.69
MSN	4478	NM_002444	-0.12	0.57	-0.69
L1CAM	3897	NM_000425	-0.43	0.26	-0.69
DVL3	1857	NM_004423	-0.82	-0.13	-0.69
CDKL5	6792	NM_003159	-0.05	0.64	-0.69
FGFR4	2264	NM_002011	-0.15	0.54	-0.69
GRB14	2888	NM_004490	-0.02	0.67	-0.69
IL23R	149233	NM_144701	-0.23	0.46	-0.69
CCL20	6364	NM_004591	-0.56	0.13	-0.69
KLRF1	51348	NM_016523	-0.65	0.04	-0.69
PF4	5196	NM_002619	0.12	0.81	-0.69
CLDN10	9071	NM_006984	-0.15	0.54	-0.69
GABARAPL2	11345	NM_007285	-0.64	0.05	-0.69
IGFBP4	3487	NM_001552	-0.68	0.01	-0.69
SDPR	8436	NM_004657	-0.04	0.65	-0.69
RAB33A	9363	NM_004794	0.42	1.11	-0.69
PTTG1IP	754	NM_004339	-1.11	-0.42	-0.69
CDK8	1024	NM_001260	-0.42	0.28	-0.7
DCAMKL1	9201	NM_004734	-0.23	0.47	-0.7
PRKCH	5583	NM_006255	-0.77	-0.07	-0.7
TRPM7	54822	NM_017672	-0.44	0.26	-0.7
CALM1	801	NM_006888	-0.21	0.49	-0.7
OR10H2	26538	NM_013939	-0.41	0.29	-0.7
PTGDR	5729	NM_000953	0.5	1.2	-0.7
USP36	57602	NM_025090	-0.69	0.01	-0.7
NEURL	9148	NM_004210	-0.97	-0.27	-0.7
ARNT	405	NM_001668	0.69	1.39	-0.7
PPARA	5465	NM_005036	-0.5	0.2	-0.7
COL18A1	80781	NM_030582	0.45	1.15	-0.7
MT3	4504	NM_005954	-0.32	0.38	-0.7
ANKRD7	56311	NM_019644	-0.87	-0.17	-0.7
ASPM	259266	NM_018136	-0.48	0.22	-0.7
RBM29	84173	NM_032213	-0.08	0.62	-0.7
NCOA5	57727	NM_020967	-0.08	0.62	-0.7
TCF15	6939	NM_004609	-0.45	0.25	-0.7
PRKCB1	5579	NM_002738	-0.03	0.67	-0.7
LILRB4	11006	NM_006847	-0.81	-0.11	-0.7
CCL11	6356	NM_002986	-1.32	-0.62	-0.7
ANK3	288	NM_001149	-0.14	0.56	-0.7
ECM1	1893	NM_004425	-0.15	0.55	-0.7
FBLN1	2192	NM_001996	-0.16	0.54	-0.7
C21ORF107	54014	NM_018963	-0.05	0.65	-0.7
ZNF24	7572	NM_006965	0.39	1.09	-0.7
AZU1	566	NM_001700	1.63	2.33	-0.7
HDAC6	10013	NM_006044	0.68	1.39	-0.71
CERK	64781	NM_022766	-1	-0.29	-0.71
BLNK	29760	NM_013314	0.99	1.7	-0.71
PI4KII	55361	NM_018425	-0.21	0.5	-0.71
SRMS	6725	NM_080823	0.43	1.14	-0.71
GPR56	9289	NM_005682	-0.74	-0.03	-0.71
USP33	23032	NM_015017	-0.28	0.43	-0.71
CTNND1	1500	NM_001331	0.32	1.03	-0.71
IL28RA	163702	NM_170743	-0.45	0.26	-0.71
ANGPTL2	23452	NM_012098	-0.94	-0.23	-0.71
CXCL11	6373	NM_005409	-0.58	0.13	-0.71
IL1RL2	8808	NM_003854	-1.02	-0.31	-0.71
EFNB2	1948	NM_004093	-0.37	0.34	-0.71
XCL2	6846	NM_003175	-0.35	0.36	-0.71
RYR2	6262	NM_001035	0.45	1.16	-0.71
TRPV5	56302	NM_019841	0.7	1.41	-0.71
NPPB	4879	NM_002521	0.05	0.76	-0.71
COL4A1	1282	NM_001845	-0.52	0.19	-0.71
SCAMP1	9522	NM_004866	-0.91	-0.2	-0.71
BPGM	669	NM_001724	-0.47	0.24	-0.71
TRIP11	9321	NM_004239	0.25	0.96	-0.71
STK4	6789	NM_006282	-0.67	0.04	-0.71
KCNA1	3736	NM_000217	-0.8	-0.09	-0.71
EGR2	1959	NM_000399	-0.56	0.15	-0.71
GATA5	140628	NM_080473	-0.03	0.68	-0.71
PARG1	9411	NM_004815	-0.92	-0.21	-0.71
TNFRSF1B	7133	NM_001066	0.68	1.4	-0.72
ABL1	25	NM_007313	-0.28	0.44	-0.72
KIAA1804	84451	NM_032435	0.22	0.94	-0.72
MAPK7	5598	NM_002749	-1.21	-0.49	-0.72
GPR115	221393	NM_153838	-0.51	0.21	-0.72
NPR1	4881	NM_000906	-0.6	0.12	-0.72
NPR3	4883	NM_000908	-0.87	-0.15	-0.72
FBXL5	26234	NM_012161	-0.74	-0.02	-0.72
RNF110	7703	NM_007144	-0.31	0.41	-0.72
KIF23	9493	NM_004856	0.97	1.69	-0.72
KIF5A	3798	NM_004984	0.32	1.04	-0.72
PPP3CB	5532	NM_021132	-0.38	0.34	-0.72
IGF2	3481	NM_000612	-0.53	0.19	-0.72
DOK5	55816	NM_177959	-0.42	0.3	-0.72
GABRA4	2557	NM_000809	0.28	1	-0.72
NR1H3	10062	NM_005693	0.45	1.17	-0.72
TNF	7124	NM_000594	0.28	1	-0.72
CTNND2	1501	NM_001332	-0.77	-0.05	-0.72
ABCA1	19	NM_005502	-0.48	0.24	-0.72
HBE1	3046	NM_005330	-0.07	0.65	-0.72
TNIP1	10318	NM_006058	-1.28	-0.56	-0.72
MMP8	4317	NM_002424	-0.36	0.36	-0.72
CIB1	10519	NM_006384	-0.81	-0.09	-0.72
ITGB4	3691	NM_000213	0.38	1.1	-0.72
MATR3	9782	NM_018834	-0.56	0.16	-0.72
PLEKHC1	10979	NM_006832	0.84	1.56	-0.72
JIK	51347	NM_016281	-0.75	-0.02	-0.73
LIMK2	3985	NM_005569	0.76	1.49	-0.73
PRKG1	5592	NM_006258	0.3	1.03	-0.73
MRGX1	259249	NM_147199	-0.84	-0.11	-0.73
TAS2R16	50833	NM_016945	0.29	1.02	-0.73
TAS2R48	259294	NM_176888	-0.44	0.29	-0.73
UCHL3	7347	NM_006002	-0.11	0.62	-0.73
USP21	27005	NM_012475	-0.15	0.58	-0.73
FBXL6	26233	NM_012162	-0.93	-0.2	-0.73
KIF26A	26153	XM_050278	1.1	1.83	-0.73
PLEKHE1	23239	NM_194449	1	1.73	-0.73
PVRL2	5819	NM_002856	-0.38	0.35	-0.73
TREM1	54210	NM_018643	0.19	0.92	-0.73
INSL4	3641	NM_002195	-0.53	0.2	-0.73
CITED4	163732	NM_133467	0.14	0.87	-0.73
KCNJ11	3767	NM_000525	-0.53	0.2	-0.73
B2M	567	NM_004048	-0.08	0.65	-0.73
BCL2L10	10017	NM_020396	-0.53	0.2	-0.73
SGEF	26084	NM_015595	0.33	1.06	-0.73
AGA	175	NM_000027	-0.82	-0.09	-0.73
PDE6H	5149	NM_006205	-0.72	0.01	-0.73
ARAF1	369	NM_001654	-1.29	-0.55	-0.74
MALT1	10892	NM_006785	0.18	0.92	-0.74
MGC8407	79012	NM_024046	-0.43	0.31	-0.74
PRKAA2	5563	NM_006252	1.76	2.5	-0.74
GPR100	339403	NM_181885	-1.25	-0.51	-0.74
FBXW2	26190	NM_012164	-0.82	-0.08	-0.74
SMARCA3	6596	NM_003071	-0.38	0.36	-0.74
KIF1A	547	NM_004321	-0.41	0.33	-0.74
GRAP	10750	NM_006613	-0.58	0.16	-0.74
HLA-A	3105	NM_002116	-0.21	0.53	-0.74
M160	283316	NM_174941	-1	-0.26	-0.74
CD36	948	NM_000072	-0.96	-0.22	-0.74
IL18	3606	NM_001562	-0.32	0.42	-0.74
TNFRSF18	8784	NM_004195	-0.26	0.48	-0.74
STAT2	6773	NM_005419	0.15	0.89	-0.74
ARP3BETA	57180	NM_020445	-0.3	0.44	-0.74
SLC22A5	6584	NM_003060	-0.4	0.34	-0.74
HIP1	3092	NM_005338	0.78	1.52	-0.74
LMO4	8543	NM_006769	0.54	1.28	-0.74
RHAG	6005	NM_000324	-0.04	0.7	-0.74
SGCG	6445	NM_000231	-0.24	0.5	-0.74
BCAT1	586	NM_005504	-1.09	-0.35	-0.74
